run_order,run_id,instance_id,case_id,representation,strategy_id,prompt_key,input_text,model_version,temperature,max_output_tokens,status
100,RUN-100,T06_R3_API_TELEMETRY,T06,R3_API_TELEMETRY,S1,S1,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)
fan_mode -> auto|low|medium|high
set_fan_mode(mode)",TO_BE_SELECTED,0,128,PENDING
101,RUN-101,L01_R2_STRUCTURED,L01,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
102,RUN-102,P06_R2_STRUCTURED,P06,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
103,RUN-103,K03_R2_STRUCTURED,K03,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
104,RUN-104,L04_R2_STRUCTURED,L04,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
105,RUN-105,T01_R3_API_TELEMETRY,T01,R3_API_TELEMETRY,S3,S3,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)",TO_BE_SELECTED,0,128,PENDING
106,RUN-106,E04_R3_API_TELEMETRY,E04,R3_API_TELEMETRY,S3,S3,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
107,RUN-107,E06_R2_STRUCTURED,E06,R2_STRUCTURED,S3,S3,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
108,RUN-108,L01_R3_API_TELEMETRY,L01,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)",TO_BE_SELECTED,0,128,PENDING
109,RUN-109,T03_R1_NL,T03,R1_NL,S2,S2,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode.",TO_BE_SELECTED,0,128,PENDING
110,RUN-110,K02_R1_NL,K02,R1_NL,S1,S1,"The device exposes lock/unlock state and control, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
111,RUN-111,P06_R3_API_TELEMETRY,P06,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
112,RUN-112,K03_R2_STRUCTURED,K03,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
113,RUN-113,E02_R1_NL,E02,R1_NL,S1,S1,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
114,RUN-114,P06_R1_NL,P06,R1_NL,S1,S1,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
115,RUN-115,E02_R2_STRUCTURED,E02,R2_STRUCTURED,S2,S2,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
116,RUN-116,T01_R1_NL,T01,R1_NL,S2,S2,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode.",TO_BE_SELECTED,0,128,PENDING
117,RUN-117,E02_R3_API_TELEMETRY,E02,R3_API_TELEMETRY,S2,S2,"temperature -> number °C
humidity -> number %
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
118,RUN-118,K05_R1_NL,K05,R1_NL,S1,S1,"The device exposes lock/unlock state and control, a separate physical door-state value, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
119,RUN-119,P04_R1_NL,P04,R1_NL,S2,S2,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
120,RUN-120,L04_R2_STRUCTURED,L04,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
121,RUN-121,M06_R1_NL,M06,R1_NL,S2,S2,"The device is documented as human-presence sensor exposing presence plus motion_state and battery. It exposes a presence boolean, a motion_state value, battery percentage.",TO_BE_SELECTED,0,128,PENDING
122,RUN-122,E03_R2_STRUCTURED,E03,R2_STRUCTURED,S1,S1,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
123,RUN-123,E04_R1_NL,E04,R1_NL,S3,S3,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
124,RUN-124,L04_R3_API_TELEMETRY,L04,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)",TO_BE_SELECTED,0,128,PENDING
125,RUN-125,E03_R2_STRUCTURED,E03,R2_STRUCTURED,S3,S3,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
126,RUN-126,M06_R1_NL,M06,R1_NL,S3,S3,"The device is documented as human-presence sensor exposing presence plus motion_state and battery. It exposes a presence boolean, a motion_state value, battery percentage.",TO_BE_SELECTED,0,128,PENDING
127,RUN-127,L02_R2_STRUCTURED,L02,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
128,RUN-128,M05_R2_STRUCTURED,M05,R2_STRUCTURED,S2,S2,"{""properties"":{""presence"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
129,RUN-129,K03_R1_NL,K03,R1_NL,S2,S2,"The device exposes lock/unlock state and control, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
130,RUN-130,M02_R3_API_TELEMETRY,M02,R3_API_TELEMETRY,S1,S1,"device_description -> Zigbee PIR sensor
occupancy -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
131,RUN-131,P01_R2_STRUCTURED,P01,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
132,RUN-132,K05_R2_STRUCTURED,K05,R2_STRUCTURED,S1,S1,"{""properties"":{""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""door_state"":{""type"":""enum"",""values"":[""open"",""closed""],""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
133,RUN-133,E04_R2_STRUCTURED,E04,R2_STRUCTURED,S1,S1,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""humidity"":{""type"":""number"",""unit"":""%"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
134,RUN-134,M05_R3_API_TELEMETRY,M05,R3_API_TELEMETRY,S1,S1,"presence -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
135,RUN-135,K02_R3_API_TELEMETRY,K02,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
136,RUN-136,T01_R1_NL,T01,R1_NL,S3,S3,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode.",TO_BE_SELECTED,0,128,PENDING
137,RUN-137,E01_R1_NL,E01,R1_NL,S3,S3,"The device publishes measured temperature, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
138,RUN-138,K06_R3_API_TELEMETRY,K06,R3_API_TELEMETRY,S3,S3,"get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
139,RUN-139,L04_R1_NL,L04,R1_NL,S1,S1,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed.",TO_BE_SELECTED,0,128,PENDING
140,RUN-140,K03_R1_NL,K03,R1_NL,S1,S1,"The device exposes lock/unlock state and control, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
141,RUN-141,K04_R3_API_TELEMETRY,K04,R3_API_TELEMETRY,S1,S1,"get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
door_state -> open|closed
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
142,RUN-142,P03_R2_STRUCTURED,P03,R2_STRUCTURED,S1,S1,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
143,RUN-143,T06_R2_STRUCTURED,T06,R2_STRUCTURED,S1,S1,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true},""fan_mode"":{""type"":""enum"",""values"":[""auto"",""low"",""medium"",""high""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
144,RUN-144,K01_R3_API_TELEMETRY,K01,R3_API_TELEMETRY,S2,S2,"lock_status -> locked|unlocked
unlock_door(pin)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
145,RUN-145,M01_R3_API_TELEMETRY,M01,R3_API_TELEMETRY,S3,S3,"occupancy -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
146,RUN-146,T03_R2_STRUCTURED,T03,R2_STRUCTURED,S2,S2,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""occupied_cooling_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
147,RUN-147,P03_R1_NL,P03,R1_NL,S3,S3,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
148,RUN-148,K01_R2_STRUCTURED,K01,R2_STRUCTURED,S1,S1,"{""properties"":{""lock_status"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""unlock_door"":{""type"":""command"",""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
149,RUN-149,T02_R3_API_TELEMETRY,T02,R3_API_TELEMETRY,S3,S3,"device_description -> Thermostat
local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|auto|heat
set_system_mode(mode)
get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
150,RUN-150,P02_R2_STRUCTURED,P02,R2_STRUCTURED,S3,S3,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
151,RUN-151,E01_R3_API_TELEMETRY,E01,R3_API_TELEMETRY,S2,S2,"temperature -> number °C
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
152,RUN-152,M01_R1_NL,M01,R1_NL,S3,S3,"The device is documented as pir motion sensor. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
153,RUN-153,K02_R1_NL,K02,R1_NL,S2,S2,"The device exposes lock/unlock state and control, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
154,RUN-154,T05_R2_STRUCTURED,T05,R2_STRUCTURED,S1,S1,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true},""fan_mode"":{""type"":""enum"",""values"":[""auto"",""low"",""medium"",""high""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
155,RUN-155,L05_R1_NL,L05,R1_NL,S1,S1,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed, its emitted color can be selected using color coordinates.",TO_BE_SELECTED,0,128,PENDING
156,RUN-156,T04_R1_NL,T04,R1_NL,S3,S3,"The device exposes local_temperature, one or more writable temperature setpoints, system_mode, fan_mode.",TO_BE_SELECTED,0,128,PENDING
157,RUN-157,E04_R1_NL,E04,R1_NL,S2,S2,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
158,RUN-158,P01_R1_NL,P01,R1_NL,S2,S2,The device is a smart outlet where the outlet state can be switched on or off.,TO_BE_SELECTED,0,128,PENDING
159,RUN-159,M01_R3_API_TELEMETRY,M01,R3_API_TELEMETRY,S2,S2,"occupancy -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
160,RUN-160,E05_R1_NL,E05,R1_NL,S3,S3,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
161,RUN-161,K04_R1_NL,K04,R1_NL,S2,S2,"The device exposes lock/unlock state and control, a separate physical door-state value, remaining battery level.",TO_BE_SELECTED,0,128,PENDING
162,RUN-162,M05_R2_STRUCTURED,M05,R2_STRUCTURED,S1,S1,"{""properties"":{""presence"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
163,RUN-163,T01_R2_STRUCTURED,T01,R2_STRUCTURED,S1,S1,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
164,RUN-164,M06_R2_STRUCTURED,M06,R2_STRUCTURED,S2,S2,"{""properties"":{""presence"":{""type"":""boolean"",""read"":true,""write"":false},""motion_state"":{""type"":""enum"",""values"":[""none"",""static"",""small"",""large""],""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
165,RUN-165,L02_R2_STRUCTURED,L02,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true},""color_temp"":{""type"":""number"",""unit"":""mired"",""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
166,RUN-166,M03_R3_API_TELEMETRY,M03,R3_API_TELEMETRY,S1,S1,"device_description -> Motion sensor
occupancy -> boolean
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
167,RUN-167,E02_R1_NL,E02,R1_NL,S2,S2,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
168,RUN-168,K03_R3_API_TELEMETRY,K03,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
169,RUN-169,M02_R1_NL,M02,R1_NL,S1,S1,"The device is documented as device is documented as a motion sensor while reporting a binary occupancy property and battery percentage. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
170,RUN-170,T02_R1_NL,T02,R1_NL,S2,S2,"The device is a thermostat that reports local_temperature, allows a temperature setpoint to be changed, exposes system_mode, and provides a separate ON/OFF state that can be read and written.",TO_BE_SELECTED,0,128,PENDING
171,RUN-171,P02_R1_NL,P02,R1_NL,S3,S3,The device is a smart outlet where the outlet state can be switched on or off.,TO_BE_SELECTED,0,128,PENDING
172,RUN-172,L02_R1_NL,L02,R1_NL,S3,S3,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed.",TO_BE_SELECTED,0,128,PENDING
173,RUN-173,L01_R2_STRUCTURED,L01,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""brightness"":{""type"":""integer"",""min"":0,""max"":254,""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
174,RUN-174,L02_R3_API_TELEMETRY,L02,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)",TO_BE_SELECTED,0,128,PENDING
175,RUN-175,E06_R1_NL,E06,R1_NL,S3,S3,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
176,RUN-176,K04_R2_STRUCTURED,K04,R2_STRUCTURED,S3,S3,"{""properties"":{""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""door_state"":{""type"":""enum"",""values"":[""open"",""closed""],""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
177,RUN-177,L03_R1_NL,L03,R1_NL,S1,S1,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its emitted color can be selected using color coordinates.",TO_BE_SELECTED,0,128,PENDING
178,RUN-178,E01_R2_STRUCTURED,E01,R2_STRUCTURED,S3,S3,"{""properties"":{""temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
179,RUN-179,K06_R2_STRUCTURED,K06,R2_STRUCTURED,S2,S2,"{""properties"":{""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
180,RUN-180,P06_R1_NL,P06,R1_NL,S3,S3,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
181,RUN-181,T01_R2_STRUCTURED,T01,R2_STRUCTURED,S3,S3,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
182,RUN-182,L04_R1_NL,L04,R1_NL,S2,S2,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed.",TO_BE_SELECTED,0,128,PENDING
183,RUN-183,K06_R2_STRUCTURED,K06,R2_STRUCTURED,S1,S1,"{""properties"":{""lock"":{""type"":""enum"",""values"":[""locked"",""unlocked""],""read"":true,""write"":true},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
184,RUN-184,P05_R1_NL,P05,R1_NL,S1,S1,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
185,RUN-185,P02_R3_API_TELEMETRY,P02,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
186,RUN-186,M03_R1_NL,M03,R1_NL,S2,S2,"The device is documented as smart motion sensor using an occupancy-style binary report and exposing battery level. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
187,RUN-187,M03_R1_NL,M03,R1_NL,S3,S3,"The device is documented as smart motion sensor using an occupancy-style binary report and exposing battery level. It exposes an occupancy-style binary signal, battery percentage.",TO_BE_SELECTED,0,128,PENDING
188,RUN-188,K05_R3_API_TELEMETRY,K05,R3_API_TELEMETRY,S3,S3,"get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
door_state -> open|closed
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
189,RUN-189,P03_R2_STRUCTURED,P03,R2_STRUCTURED,S2,S2,"{""properties"":{""state"":{""type"":""enum"",""values"":[""ON"",""OFF""],""read"":true,""write"":true},""power"":{""type"":""number"",""unit"":""W"",""read"":true,""write"":false},""energy"":{""type"":""number"",""unit"":""kWh"",""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
190,RUN-190,L05_R3_API_TELEMETRY,L05,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
get_brightness() -> 0..254
set_brightness(value:0..254)
get_color_temp() -> mired
set_color_temp(value:mired)
get_color_xy() -> {x,y}
set_color_xy(x,y)",TO_BE_SELECTED,0,128,PENDING
191,RUN-191,T02_R3_API_TELEMETRY,T02,R3_API_TELEMETRY,S2,S2,"device_description -> Thermostat
local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|auto|heat
set_system_mode(mode)
get_state() -> ON|OFF
set_state(ON|OFF)",TO_BE_SELECTED,0,128,PENDING
192,RUN-192,K02_R3_API_TELEMETRY,K02,R3_API_TELEMETRY,S3,S3,"get_state() -> ON|OFF
set_state(ON|OFF)
get_lock_state() -> locked|unlocked
set_lock_state(locked|unlocked)
battery -> integer 0..100 %",TO_BE_SELECTED,0,128,PENDING
193,RUN-193,P05_R1_NL,P05,R1_NL,S2,S2,"The device is a smart outlet where the outlet state can be switched on or off, instantaneous electrical power is reported, accumulated energy consumption is reported.",TO_BE_SELECTED,0,128,PENDING
194,RUN-194,T03_R2_STRUCTURED,T03,R2_STRUCTURED,S1,S1,"{""properties"":{""local_temperature"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":false},""occupied_heating_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""occupied_cooling_setpoint"":{""type"":""number"",""unit"":""°C"",""read"":true,""write"":true},""system_mode"":{""type"":""enum"",""values"":[""off"",""heat"",""cool"",""auto""],""read"":true,""write"":true}}}",TO_BE_SELECTED,0,128,PENDING
195,RUN-195,P04_R3_API_TELEMETRY,P04,R3_API_TELEMETRY,S1,S1,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
196,RUN-196,M03_R2_STRUCTURED,M03,R2_STRUCTURED,S2,S2,"{""description"":""Motion sensor"",""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
197,RUN-197,T03_R3_API_TELEMETRY,T03,R3_API_TELEMETRY,S3,S3,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
occupied_cooling_setpoint -> °C
set_cooling_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)",TO_BE_SELECTED,0,128,PENDING
198,RUN-198,L06_R1_NL,L06,R1_NL,S1,S1,"The device is a connected light for which its on/off state can be read and changed, its brightness level can be adjusted, its white color temperature can be changed, its emitted color can be selected using color coordinates.",TO_BE_SELECTED,0,128,PENDING
199,RUN-199,M02_R2_STRUCTURED,M02,R2_STRUCTURED,S3,S3,"{""description"":""Zigbee PIR sensor"",""properties"":{""occupancy"":{""type"":""boolean"",""read"":true,""write"":false},""battery"":{""type"":""number"",""unit"":""%"",""min"":0,""max"":100,""read"":true,""write"":false}}}",TO_BE_SELECTED,0,128,PENDING
200,RUN-200,T05_R3_API_TELEMETRY,T05,R3_API_TELEMETRY,S3,S3,"local_temperature -> number °C
occupied_heating_setpoint -> °C
set_heating_setpoint(value:°C)
system_mode -> off|heat|cool|auto
set_system_mode(mode)
fan_mode -> auto|low|medium|high
set_fan_mode(mode)",TO_BE_SELECTED,0,128,PENDING
201,RUN-201,E05_R1_NL,E05,R1_NL,S1,S1,"The device publishes measured temperature, relative humidity, remaining battery percentage.",TO_BE_SELECTED,0,128,PENDING
202,RUN-202,P04_R3_API_TELEMETRY,P04,R3_API_TELEMETRY,S2,S2,"get_state() -> ON|OFF
set_state(ON|OFF)
power -> number W
energy -> number kWh",TO_BE_SELECTED,0,128,PENDING
